//ID	Skill Name	Skill name Ru	Identify if it is a lifeskill	View to Interface	is level up	use in mount	Class	Left Handed Requirement	Right hand weapon restriction	Body Armor Requirement	Conch usage test	Skill Phase	Skill Type	Useful/Harmful	Learning Level	-1uisite	Skill Points Consumption	Discharged Status	Apply point	Cast Range	Process target	Attack mode	Angle	Radius	Skill region shape	Skill prophase management formula	Skill adds surface status formula	Skill SP Formula	Durability consumption formula	Top-up consumption formula	Skill Region Formula	Discharge phase formula	effect phase formula	Positive effect forumala	Opposing effect formula	Bind status ID can be removed manually	Self parameter	Self Effect	Consumable	Duration	Target parameter	Splash parameter	Duration on target	Splash Persists Effect	Morph ID	Summon ID	Discharge Duration	Repeated Discharge Duration	Damage Effect	Play Action	action	keyframe	Attack Sound Effect	character dummy	Character Effect	Base Standard Value	item dummy	Item Effect	Item Effect 2	Path of Flight keyfram	character dummy2	item dummy3	Path of Flight Effect	Path of Flight speed	Attacked Sound Effect	dummy	Character attacked effect	Effect duration point	Surface attacked effect	Water Surface Effect	ICON	Skill Play Count	Operation Execute Command	Description	Effect	Consumption	Remark
210	Diligence	Усердие	1	1	1	0	4,10;16,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Jr_Use	Skill_Jr_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0210.png	0	0	Increases SP recovery rate of character	Recovers 2 points per 3 sec at Level 1. Increases by 1 point per skill level	Passive	0
211	Current	Водоток	1	1	1	0	4,10;16,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	210,2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Sl_Use	Skill_Sl_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0211.png	0	0	Increases sailing speed of ship	Increases speed by 10% + 2% * lvl.	Passive	0
212	Conch Armor	Коралловая броня	1	1	1	0	4,10;16,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	211,3	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Bkzj_Use	Skill_Bkzj_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0212.png	0	0	Increases defense of ship	Increases by 8 points. Increases by 3 point per skill level	Passive	0
213	Tornado	Торнадо	1	1	1	0	4,10;16,10	1,-1	1,-1	1,-1	5,1,29;6,2,8000;6,2,8001;6,2,8971;6,2,9639	2	1	0	-1	214,7	1	1	1	800	4	1	0	0	0	0	0	SkillSp_Jf	0	SkillEnergy_Jf	0	Skill_Jf_Begin	Skill_Jf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jf	1	1	12	-1	100	-1	272	0	0	0,0	0,0	0	-1	-1	0	0	101	-1	273	0	0	0	s0213.png	0	0	Equip Wind Coral to twirl target up into the air	Duration of 3.5s at Level 1. Requires Wind Coral to be equipped. Increases duration by 0.5s per skill level. If target was affected by tornado less than 4 seconds ago then effect won't work.	0	0
214	Lightning Bolt	Молния	1	1	1	0	4,10;16,10	1,-1	1,-1	1,-1	7,1,29;6,2,8000;6,2,8001;6,2,8971;6,2,9639	2	1	0	-1	210,5	1	1	1	800	4	1	0	0	0	0	0	SkillSp_Lj	0	SkillEnergy_Lj	0	0	Skill_Lj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Lj	1	1	12	-1	102	2	269	0	0	0,0	0,0	0	-1	-1	0	0	103	-1	270	0	0	0	s0214.png	0	0	Equip Thunder Coral to strike target with lightning	Damage is determined by skill level and Spirit. Requires Thunder Coral to be equiped	Consumes 27 SP at Level 1. Increases by 2 SP per skill level	0
215	Algae Entanglement	Переплетение водорослей	1	1	1	1	4,10;16,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	212,5	1	2	2	800	4	1	0	0	0	0	0	SkillSp_Hzcr	0	0	0	0	Skill_Hzcr_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hzcr	1	1	7	0	104	-1	275	0	0	0,0	0,0	0	-1	-1	0	0	105	-1	276	0	0	0	s0215.png	0	0	Uses seaweed to bind and damage target	Deals target 5 damage per sec over 6s. Increases damage by 1 point and duration by 2s per skill level	Consumes 21 SP at Level 1. Increases by 1 SP per skill level	0
216	Conch Ray	Коралловый луч	1	1	1	0	16,10	1,-1	1,-1	1,-1	6,1,29;6,2,8000;6,2,8001;6,2,8971;6,2,9639	2	1	0	-1	213,5	1	1	1	600	4	2	0	0	1	0	0	SkillSp_Bkcj	0	SkillEnergy_Bkcj	SkillArea_Line_Bkcj	Skill_Bkcj_Begin	Skill_Bkcj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Bkcj	1	1	13	0	106	6,-1	265,266	0,0	0	0,0	0,0	0	-1	-1	0	0	107	2	267	0	0	0	s0216.png	0	0	Uses Strike Coral to damage targets in a straight line	Damage is determined by skill level and Spirit. Requires Strike Coral to be equipped.	Consumes 23 SP at Level 1. Increases by 3 SP per skill level	0
217	Tail Wind	Попутный ветер	1	1	1	1	16,10	1,-1	1,-1	1,-1	5,1,29;6,2,8000;6,2,8001;6,2,8971;6,2,9639	2	1	1	-1	215,2	1	2	2	0	2	2	0	0	3	0	0	SkillSp_Sf	0	SkillEnergy_Sf	SkillArea_Circle_Sf	0	Skill_Sf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Sf	1	1	12	0	108	-1	285	0	0	247,0	0,0	-1	-1	-1	0	0	-1	-1	286	0	0	0	s0217.png	0	0	Uses Wind Coral to summon wind to boost sailing speed of ships in an area	Requires Wind Coral to be equipped	Consumes 23 SP at Level 1. Increases by 3 SP per skill level	0
218	Whirlpool	Водоворот	1	1	1	1	16,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	217,10	1	2	2	1000	5	2	0	0	3	0	SkillArea_State_Xw	SkillSp_Xw	0	0	SkillArea_Circle_Xw	0	Skill_Xw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xw	1	1	12	0	110	-1	278	0	0	247,0	0,0	-1	-1	-1	0	0	111	-1	0	0	279	0	s0218.png	0	0	Creates a whirlpool to decrease movement speed of hostile ships within range	Effect increases with each level	Consumes 21 SP at Level 1. Increases by 1 SP per skill level	0
219	Fog	Туман	1	1	1	1	16,10	1,-1	1,-1	1,-1	8,1,29;6,2,8000;6,2,8001;6,2,8971;6,2,9639	2	1	0	-1	215,5	1	2	2	800	4	2	0	0	3	0	SkillArea_State_Mw	SkillSp_Mw	0	SkillEnergy_Mw	SkillArea_Circle_Mw	0	Skill_Mw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Mw	1	1	12	0	112	-1	281	0	0	247,0	0,0	-1	-1	-1	0	0	-1	-1	282	0	0	0	s0219.png	0	0	Uses Fog Coral to decrease attack of enemies within range	Decreases attack by 10% + 2% * lvl.	Consumes 21 SP at Level 1. Increases by 1 SP per skill level	0
220	Lightning Curtain	Грозовая завеса	1	1	1	1	16,10	1,-1	1,-1	1,-1	7,1,29;6,2,8000;6,2,8001;6,2,8971;6,2,9639	2	1	0	-1	219,2	1	2	3	600	4	2	0	0	3	0	SkillArea_State_Lm	SkillSp_Lm	0	SkillEnergy_Lm	SkillArea_Circle_Lm	0	Skill_Lm_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Lm	1	1	12	0	114	-1	288	0	0	247,0	0,0	-1	-1	-1	0	0	115	-1	289	0	290	0	s0220.png	0	0	Uses Thunder Coral to create a thunderstorm that damages targets in range	Effect increases with each level. Requires Thunder Coral to be equipped	Consumes 21 SP at Level 1. Increases by 1 SP per skill level	0
222	Superiority	Превосходство	1	1	1	0	8,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	67,10	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Pj_Use	Skill_Pj_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	48	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0222.png	0	0	Deal additional damage depending on champion's level.	Haves 5% + 3% * lvl chance deal additional damage with melee attack. Damage depends on target level and champion's level.	Passive	0
223	Rousing	Воодушевление	1	1	1	0	2,10;12,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	75,5	1	1	1	0	1	1	0	0	0	0	0	297	0	0	0	0	0	Skill_Fnq_Use	Skill_Fnq_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0223.png	0	0	Increased attack speed.	Increased attack speed by 1,5 * lvl.	Passive	0
224	Venom Arrow	Venom Arrow	1	1	1	0	2,10;12,10	1,3	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_Dj	0	0	0	0	Skill_Dj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dj	2	1	11,0,0	-1	-1	2	298	0	-1	0,0	0,0	0	6	-1	1050	1600	-1	-1	0	0	0	0	s0224.png	0	0	Shoots a dart which poisons target	Deals 12 damage per sec over 20s at Level 1. Increases damage by 2 per skill level	Fixed consumption of 15 SP	0
225	Harden	Harden	1	1	1	0	5,10;13,10;14,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	600	5	1	0	0	0	0	0	SkillSp_Shpf	0	0	0	0	Skill_Shpf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Shpf	1	1	12	-1	-1	-1	299	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	300	-1	0	0	s0225.png	0	0	Increases defense of character	Increases defense by 14 points over 180s. Increases by 4 points per skill level.	Consumes 44 SP at Level 1. Increases by 4 SP per skill level	0
226	Cannon Mastery	Cannon Mastery	2	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Hpsl_Use	Skill_Hpsl_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0226.png	0	0	Increases attack of ship	0	Passive	0
227	Toughen Wood	Toughen Wood	2	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Jbjg_Use	Skill_Jbjg_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0227.png	0	0	Increases defense of ship	0	Passive	0
228	Sail Mastery	Sail Mastery	2	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Cfs_Use	Skill_Cfs_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0228.png	0	0	Increases sailing speed of ship	0	Passive	0
229	Reinforce Ship	Reinforce Ship	2	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Ctqh_Use	Skill_Ctqh_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0229.png	0	0	Increases durability of ship	0	Passive	0
230	Oil Tank Upgrade	Oil Tank Upgrade	2	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Bjkr_Use	Skill_Bjkr_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0230.png	0	0	Increases fuel capacity of ship	0	Passive	0
231	Fishing	Ловля рыбы	3	1	1	0	-1,10	2,73	1,-1	1,-1	-1	1	1	0	-1	-1	1	2	2	200	28	1	0	0	0	0	0	SkillSp_By	0	0	0	0	Skill_By_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_By	1	1	1	-1	71	1	308	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	0	0	0	0	0	s0231.png	1	0	Available if ship has fishing capabilities	Obtain fish related resources from the sea	Passive	0
232	Salvage	Траление	3	1	1	0	-1,10	2,74	1.-1	1,-1	-1	1	1	0	-1	-1	1	2	2	200	29	1	0	0	0	0	0	SkillSp_Dl	0	0	0	0	Skill_Dl_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dl	1	1	1	-1	72	1	310	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	0	0	0	0	0	s0232.png	1	0	Available if ship has salvaging capabilities	Obtain valuable resources from sunken ships	Passive	0
233	Bombardment	Bombardment	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	3	0	0	-1	-1	1	2	3	1700	4	2	360	0	4	0	0	0	0	0	SkillArea_Circle_Paodan	0	Skill_Paodan_End	0	0	0	sp=sp(0)-30	0	0	0	hp=hp(1)-sklv(0)*200	0	0	0	0	0	0	1000	2	1	7	-1	146	1	284	0	0	0,0	0,0	-1	2	-1	1049	1600	147	-1	0	0	316	315	s0226.png	0	0	Fragments will deal damage to targets within range	0	0	0
234	Death Shriek	Death Shriek	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	400	4	1	0	0	0	0	0	SkillSp_Swcx	0	0	0	0	Skill_Swcx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Swcx	1	1	11	-1	40	9	317	0	0	0,0	0,0	0	9	-1	0	1600	41	2	318	0	0	0	s116ef.png	0	0	Boss Skill	Boss Skill	Boss Skill	0
235	Blood Fury	Blood Fury	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	SkillSp_Xn	0	0	0	0	Skill_Xn_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xn	2	1	10	0	56	1	320	0	0	0,0	0,0	0	9	-1	1052	1600	57	2	322	0	0	0	s235sk.png	0	0	Boss Skill	Boss Skill	Boss Skill	0
236	Lair	Lair	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_Nt	0	0	0	0	Skill_Nt_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Nt	2	1	10	0	78	1	0	0	0	0,0	0,0	0	1	-1	1053	1300	-1	2	323	0	0	0	s94ef.png	0	0	Boss Skill	Boss Skill	Boss Skill	0
237	Earthquake	Earthquake	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	3	0	SkillArea_State_DiZ	SkillSp_DiZ	0	0	SkillArea_Square_DiZ	0	Skill_DiZ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_DiZ	1	1	10	-1	96	2	325	0	0	0,0	0,0	-1	1	-1	0	0	97	-1	0	0	326	0	s95ef.png	0	0	Boss Skill	Boss Skill	Boss Skill	0
238	Colossus Smash	Colossus Smash	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	800	4	1	0	0	0	0	0	SkillSp_XiK	0	0	0	0	Skill_Xik_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xik	1	1	11	0	40	2	333	0	0	0,0	0,0	0	9	-1	0	0	41	2	195	0	0	0	s238sk.png	0	0	Boss Skill	Boss Skill	Boss Skill	0
239	Kiss of Frost	Kiss of Frost	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	SkillSp_Biw	0	0	0	0	Skill_Biw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Biw	1	1	10	-1	40	9	327	0	0	0,0	0,0	0	9	-1	0	0	41	2	328	0	0	0	s239sk.png	0	0	Boss Skill	Boss Skill	Boss Skill	0
240	Tempest Blade	Tempest Blade	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Fer	0	0	SkillArea_Circle_Fer	0	Skill_Fer_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Fer	1	1	11	-1	44	-1,-1	330,331	0	0	0,0	0,0	-1	-1	-1	0	0	45	2	332	0	0	0	s240sk.png	0	0	Boss Skill	Boss Skill	Boss Skill	0
241	Set Stall (Gold)	Ларек (Золото)	0	1	1	0	-1,3	1,-1	1,-1	1,-1	-1	1	1	0	-1	-1	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	0	-1	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	selling.png	0	0	Please do not affect others while setting stall on the streets	Set up store on the street	Passive	0
242	Taunt	Насмешка	1	1	1	0	1,10;8,10;9,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	800	4	1	0	0	0	0	0	SkillSp_CHF	0	0	0	0	Skill_CHF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_CHF	1	1	11	-1	40	1	336	0	0	0,0	0,0	-1	9	-1	0	0	41	1	337	0	0	0	s0128.png	0	0	Lures a single target to attack over a duration	Duration increases per skill level. Effect has no affect if target already taunted.	Fix consumption of 10 SP	0
243	Roar	Roar	1	1	1	0	8,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Pax	0	0	SkillArea_Circle_Pax	0	Skill_Pax_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Pax	1	1	12	-1	44	-1	338	0	0	0,0	0,0	-1	-1	-1	0	0	45	1	337	0	0	0	s0129.png	0	0	Lures multiple targets to attack over a duration	Effective range of skill increases per skill level	Fix consumption of 20 SP	0
244	Replicate	Replicate	1	1	1	0	-1	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Fuz	0	0	0	0	Skill_Fuz_End	0	0	43	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Fuz	1	1	12	0	52	-1	121	0	0	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0123.png	0	0	0	0	0	0
245	Alga Ambush	Alga Ambush	1	1	1	0	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Hztx	0	0	SkillArea_Circle_Hztx	0	Skill_Hztx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hztx	1	1	12	0	-1	-1	294	0	0	0,0	0,0	-1	-1	-1	0	0	-1	-1	101	0	0	0	s245sk.png	0	0	0	0	0	0
246	Jellyfish Electric Bolt	Jellyfish Electric Bolt	1	1	1	0	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	2	3	600	4	2	0	0	3	0	SkillArea_State_Smdj	SkillSp_Smdj	0	0	SkillArea_Circle_Smdj	0	Skill_Smdj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Smdj	1	1	12	0	114	-1	288	0	0	247,0	0,0	-1	-1	-1	0	0	115	-1	289	0	290	0	s0220.png	0	0	0	0	0	0
247	Squid Whirlstrike	Squid Whirlstrike	1	1	1	0	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Wzxf	0	0	SkillArea_Circle_Wzxf	0	Skill_Wzxf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Wzxf	1	1	12	0	44	-1	100	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	101	0	0	0	s247sk.png	0	0	0	0	0	0
248	Shark Attack	Shark Attack	1	1	1	0	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	800	4	1	0	0	0	0	0	SkillSp_Syzm	0	0	0	0	Skill_Syzm_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Syzm	2	1	14	0	40	2	186	0	0	218,0	0,0	0	9	-1	1018	1600	41	2	195	-1	0	0	s248sk.png	0	0	0	0	0	0
249	Polliwog Self Explode	Polliwog Self Explode	1	1	1	0	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Kdzb	0	0	SkillArea_Circle_Kdzb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Kdzb	1	1	12	0	44	-1	100	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	101	0	0	0	n1717.png	0	0	0	0	0	0
250	Primal Skill 1	Primal Skill 1	1	1	1	0	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	0	SkillSp_Kdzb	0	0	SkillArea_Circle_Kdzb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Sgjn1	1	1	11	0	44	1	339	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	341	0	0	0	s250sk.png	0	0	0	0	0	0
251	Primal Rage 2	Primal Rage 2	1	1	1	0	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	0	SkillSp_Kdzb	0	0	SkillArea_Circle_Kdzb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Sgjn2	1	1	10	0	44	1	340	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	267	0	0	0	s250sk.png	0	0	0	0	0	0
252	Water Mine Explosion	Water Mine Explosion	1	1	1	0	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	0	1	2	800	4	2	0	0	4	0	0	SkillSp_Slzb	0	0	SkillArea_Circle_Slzb	0	Skill_Slzb_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Slzb	1	1	7	-1	44	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	101	-1	0	0	n1717.png	0	0	Damages targets within range	Increases attack by 1.05 times at Level 1. Increases by 5% per skill level	Consumes 20 SP at Level 1. Increases by 1 SP per skill level	0
253	Cannon Strike	Cannon Strike	1	0	1	0	-1,10	1,-1	1,-1	1,-1	-1	3	0	0	-1	-1	1	2	3	1700	4	1	360	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	7	-1	128	-1	0	0	0	0,0	0,0	-1	2	-1	1053	4000	-1	2	131	0	0	0	s0226.png	0	0	Fragments will deal damage to targets within range	0	0	0
254	Repair	Ремонт	0	1	0	0	-1,10	1,-1	1,17	1,-1	-1	1	0	1	-1	-1	1	1	1	200	17	1	0	0	0	0	0	SkillSp_PKXL	0	0	0	0	Skill_PKXL_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_PKXL	1	1	38	0	122	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	216	0	0	0	s0233.png	1	0	Equips a Hammer to repair ship or machinery	Effectiveness increases per skill level	Consume a specific amount of materials per repair	0
255	Crystalline Blessing	Кристальное благословение	1	1	1	1	13,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	600	2	1	0	0	0	0	0	SkillSp_BingX	0	0	0	0	Skill_BingX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BingX	1	1	12	-1	-1	-1	299	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	300	-1	0	0	s0255.png	0	0	Makes target immune to melee and skill attacks	Duration increases per skill level	Consumes [Icy Crystal x1] per cast	0
256	Intense Magic	Усиление магии	1	1	1	1	14,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	600	5	1	0	0	0	0	0	SkillSp_Mlch	0	0	0	0	Skill_Mlch_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Mlch	1	1	12	-1	-1	-1	344	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-1	0	0	s0256.png	0	0	Increases magical damage of target	Duration and effectiveness increases per skill level with a chance to cast without the use of Magical Clover at higher levels	Consumes 1 Magical Clover per cast	0
257	Corpse Attack	Corpse Attack	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	300	4	1	0	0	0	0	0	SkillSp_JSDD	0	0	0	0	Skill_JSDD_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JSDD	1	1	7	0	-1	6,9	347,347	0	-1	0,0	0,0	-1	-1	-1	0	0	132	2	131	0	0	0	s529.png	0	0	Increases magical damage of target	0	0	0
258	Corpse Range Attack	Corpse Range Attack	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1500	4	2	0	0	1	0	0	SkillSp_JSMF	0	0	SkillArea_Line_JSMF	0	Skill_JSMF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JSMF	1	1	7	0	-1	9	349	0	-1	0,0	0,0	-1	-1	-1	0	0	132	2	131	0	0	0	s529.png	0	0	Increases magical damage of target	0	0	0
259	Fox Taoist Sorcery	Fox Taoist Sorcery	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_HDSMF	0	0	0	0	Skill_HDSMF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HDSMF	1	1	7	-1	40	9	350	0	0	0,0	0,0	0	9	-1	1054	1600	41	2	131	0	0	0	s259sk.png	0	0	Boss Skill	Boss Skill	0	0
260	Fox Spirit Sorcery	Fox Spirit Sorcery	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_HYMF	0	0	0	0	Skill_HYMF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HYMF	2	1	7	-1	56	1	352	0	0	0,0	0,0	0	9	-1	1055	1600	57	2	131	0	0	0	s260sk.png	0	0	Boss Skill	Deals magical damage. Damage is determined by skill level and Spirit	0	0
261	Fascinate	Fascinate	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_HYMH	0	0	0	0	Skill_HYMH_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HYMH	1	1	7	-1	56	-1	371	0	0	0,0	0,0	0	-1	-1	0	0	57	2	131	0	0	0	s0087.png	0	0	Boss Skill	Seduces male character	0	0
