//ID	Model Type	Logic Type	Framework Number	Suite Serial	Lab	Part 00	Part 01	Part 02	Part 03	Part 04	Part 05	Part 06	Part 07	FeffID	EeffID	Special Effect Action Serial	Shadow	Action ID	Transparency	Actions	Breathing Sound Effect	Death Sound Effect	Can it be controlled	Area Limitation	Altitude Excursion	Items that can be equipped	length	width	height	Collision Range	Birth	Dead	Birth Effect	Death Effect	Hibernate Action	Death Instant Action	Remaining HP Effect Display	Attack can be swerve	Confirm to use blown away	script	Weapon used	Skill ID	1	2	Monster Skill Rate	drop list	Rate	Quantity Limit	Fatality Rate	Prefix Level	Quest Drop ID	Rate2	ai	turning	vision	noise	getexp	light	mobexp	lv	mxhp	hp	mxsp	sp	mnatk	mxatk	resist	def	hit	flee	crt	mf	hrec	srec	aspd	adis	chase_adis	mspd	col	str	agi	acc	con	spr	luk	left_rad	guild	title	job	exp	nexp	fame	ap	tp	gd	spri	stor	mxsail	sail	stasa	scsm	tstr	tagi	tdex	tcon	tsta	tluk	tmxhp	tmxsp	tatk	tdef	thit	tflee	tmf	tcrt	threc	tsrec	taspd	tadis	tspd	tspri	tscsm	chasf	Wcode
1087	Riyal Beast	xxxx	4	5	200	0	1	1	0	0	0	0	0	0	0	0	0	0	1	99	100	215	216	217	0	0	-50	0	3.209	3.327	3.166	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	6241,1239,6203,6159	142,400,2000,20000	0	0	0	0	0	10	1	1000	0	0	1	0	98	27000	0	10000	0	950	1180	20	260	270	180	10	90	40	1000	2000	500	2000	400	0	110	110	110	110	110	35	20	0	0	0	29000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	52188
1088	Half-beast Man	xxxx	4	5	22	0	1	1	0	0	0	0	0	0	0	0	0	0	1	40	100	431	432	-1	0	0	0	0	3.731	4.119	3.324	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	6242,4886,3141	142,400,2000	0	0	0	0	0	10	1	1000	0	0	1	0	99	27000	0	10000	0	1300	1400	20	210	210	120	10	90	40	1000	2000	500	2000	250	0	252	54	54	202.5	54	35	20	0	0	0	29500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	68436
1089	Frost Chimera	xxxx	4	5	67	0	1	1	0	0	0	0	0	0	0	0	0	0	1	87	100	-1	-1	-1	0	0	0	0	4.112	3.648	5.018	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4785,4889,6203,6144,6161	147,588,1000,20000,20000	0	0	0	0	0	10	1	1000	0	0	1	0	100	21000	0	10000	0	1200	1600	20	220	270	180	10	90	40	1000	1700	500	2000	400	0	100	100	100	100	100	35	20	0	0	0	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	51772
1090	Snow Leopard	xxxx	4	5	866	0	1	1	0	0	0	0	0	0	0	0	0	0	1	420	100	350	351	352	0	0	0	0	5.005	2.554	3.767	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,460	60,40	6243,1268,4492,6145,6162	142,400,2000,20000,20000	0	0	0	0	0	10	1	1000	0	0	1	0	102	22000	0	10000	0	1400	1500	20	220	340	190	10	90	40	1000	1000	500	2000	550	0	100	120	120	100	100	35	20	0	0	0	30500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	57080
1091	Pumpkin General	xxxx	4	5	220	0	1	1	0	0	0	0	0	0	0	0	0	0	1	159	100	254	255	256	0	0	0	0	1.507	1.84	2.74	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4735,6244,1258,6146,6163	142,400,2000,20000,20000	0	0	0	0	0	10	1	1000	0	0	1	0	103	25000	0	10000	0	950	1150	30	260	220	180	10	90	40	1000	2000	300	2000	250	0	80	80	80	180	80	35	20	0	0	0	31000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	74348
1092	Blooding War	xxxx	4	5	874	0	1	1	0	0	0	0	0	0	0	0	0	0	1	417	100	0	0	372	0	0	0	0	1.798	3.156	3.11	40	1,5	2,5	399	0	8	2	0	1	1	0	0	25,82,63	50,25,25	6245,4880,6203,6147	142,400,2000,20000	0	0	0	0	0	10	1	1000	0	0	1	0	103	25000	0	10000	0	1300	1400	30	255	220	180	10	90	40	1000	1500	500	2000	500	0	160	80	80	160	50	35	20	0	0	0	31500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	64140
1093	Icy Dragon	xxxx	4	5	56	0	1	1	0	0	0	0	0	0	0	0	0	0	1	74	100	308	309	310	0	0	0	0	9.077	5.17	7.695	450	1,5	2,5	399	395	0	0	0	1	1	0	0	483,274	70,30	6246,4746,1644,6148	142,400,2000,20000	0	0	0	0	0	10	1	1000	0	0	1	0	104	21000	0	10000	0	1200	1340	20	190	220	190	10	90	40	1000	1400	700	2000	250	0	150	150	150	150	150	35	20	0	0	0	32000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	75560
1094	Crazy Snow Demon	xxxx	4	5	103	0	1	1	0	0	0	0	0	0	0	0	0	0	1	110	100	396	397	398	0	0	-50	0	3.753	3.753	3.481	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4808,4862,6203,6149	142,400,2000,20000	0	0	0	0	0	10	1	1000	0	0	1	0	105	28000	0	10000	0	1100	1330	20	210	210	180	10	90	40	1000	2000	500	2000	300	0	100	80	100	80	50	35	20	0	0	0	32500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	73036
1095	Sword Demon	xxxx	4	5	860	0	1	1	0	0	0	0	0	0	0	0	0	0	1	422	100	0	0	372	0	0	0	0	5.298	5.763	5.656	0	1,5	2,5	399	0	0	0	0	1	1	0	0	25,81	60,40	4762,6247,1639,6150	142,400,2000,20000	0	0	0	6215	2000	10	1	1000	0	0	1	0	106	24000	0	10000	0	1300	1440	20	180	350	170	10	90	40	1000	2000	500	2000	350	0	150	150	150	100	50	35	20	0	0	0	33000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	62660
1096	Jack Pirate	xxxx	4	5	303	0	1	1	0	0	0	0	0	0	0	0	0	0	1	172	100	405	406	407	0	0	0	0	1.108	1.851	1.899	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	1301,1185,1639,6151	142,400,2000,20000	0	0	0	0	0	10	1	1000	0	0	1	0	107	29000	0	10000	0	1200	1300	20	190	230	180	10	90	40	1000	2000	500	2000	250	0	111	58	58	379	58	35	20	0	0	0	33500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	61852
1097	Demonic Soul	xxxx	4	5	872	0	1	1	0	0	0	0	0	0	0	0	0	0	1	421	100	0	0	372	0	0	0	0	1.798	3.156	3.11	0	1,5	2,5	399	0	0	0	0	1	1	0	0	25,486,97	20,60,20	6248,3366,6204,6152	142,400,2000,20000	0	0	0	6217	2000	10	1	1000	0	0	1	0	109	28790	0	10000	0	1100	1200	20	200	210	190	10	90	40	1000	1000	500	2000	250	0	80	80	100	120	300	35	20	0	0	0	34000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	98380
1098	Nightmare	xxxx	4	5	154	0	1	1	0	0	0	0	0	0	0	0	0	0	1	129	100	350	351	352	0	0	0	0	5.005	2.554	3.767	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	6249,4339,6204,6153	142,400,2000,20000	0	0	0	0	0	10	1	1000	0	0	1	0	110	27654	0	10000	0	1200	1300	20	180	360	150	10	90	40	1000	1000	500	2000	250	0	170	60	60	170	60	35	20	0	0	0	34500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	51704
1099	Stone Dragon Lord	xxxx	4	5	856	0	1	1	1	0	0	0	0	0	0	0	0	0	1	423	100	350	351	352	0	0	0	0	5.005	2.554	3.767	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,107,225,479	30,40,10,20	0	0	0	0	0	6200	100	10	1	1000	0	0	1	0	96	1254963	0	10000	0	3100	3300	20	360	390	389	10	90	151	1000	1500	500	2500	300	0	200	200	200	200	200	40	20	0	0	0	354987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	17960
1100	Evil Snow Leopard	xxxx	4	5	864	0	1	1	0	0	0	0	0	0	0	0	0	0	1	420	100	350	351	352	0	0	0	0	5.005	2.554	3.767	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,460,487	60,20,20	6243,1268,3141	142,400,2000	0	0	0	0	0	10	1	1000	0	0	1	0	105	1354864	0	10000	0	3145	3248	20	360	390	345	10	90	124	1000	1300	450	2500	300	0	200	200	200	200	200	40	20	0	0	0	354987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	72724
1101	Icy Soul	xxxx	4	5	861	0	1	1	0	0	0	0	0	0	0	0	0	0	1	410	100	350	351	352	0	0	0	0	5.298	5.763	5.656	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,81,269,86	30,40,20,10	4762,6247	142,400	0	0	0	0	0	10	1	1000	0	0	1	0	110	1423548	0	10000	0	3278	3346	20	360	390	370	10	90	110	1000	2000	400	2500	400	0	200	200	200	200	200	40	20	0	0	0	354987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	68156
1102	Arctic Spirit	xxxx	4	5	872	0	1	1	0	0	0	0	0	0	0	0	0	0	1	421	100	350	351	352	0	0	0	0	5.005	2.554	3.767	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,485,97	20,60,20	6248,3366,2331,2823	142,400,1000000,1000000	0	0	0	0	0	10	1	1000	0	0	1	0	109	35000	0	10000	0	2700	2900	20	300	270	190	10	90	40	1000	1000	500	2000	700	0	80	80	100	120	300	45	20	0	0	0	51687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	98380
1103	Swift Snow Leopard	xxxx	4	5	866	0	1	1	0	0	0	0	0	0	0	0	0	0	1	420	100	350	351	352	0	0	0	0	5.005	2.554	3.767	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,460	60,40	6243,1268,2821,2824	142,400,1000000,1000000	0	0	0	0	0	10	1	1000	0	0	1	0	102	41210	0	10000	0	2800	2900	20	220	340	190	10	90	40	1000	1000	500	1800	550	0	100	120	120	100	100	45	20	0	0	0	51946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	57080
1104	Sword Demon	xxxx	4	5	67	0	1	1	0	0	0	0	0	0	0	0	0	0	1	87	100	-1	-1	-1	0	0	0	0	4.112	3.648	5.018	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,267	70,30	4785,4889,2333,2825	147,588,1000000,1000000	0	0	0	0	0	10	1	1000	0	0	1	0	100	39542	0	10000	0	2300	2600	20	220	280	180	10	90	40	1000	1700	500	2000	400	0	100	100	100	100	100	45	20	0	0	0	52205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	51772
1105	Firm Guard	xxxx	4	5	877	0	1	1	1	0	0	0	0	0	0	0	0	0	1	424	100	370	371	372	0	0	0	0	2.996	1.75	3.803	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,488,277	40,30,30	1492,1503,6231,6165,6256	147,333,125,1000000,2000	0	0	0	0	0	10	1	1000	0	0	1	0	130	600000	0	10000	0	3000	3500	35	300	370	190	10	90	600	1000	1500	700	2500	400	0	50	50	50	50	50	50	20	0	0	0	679134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	57872
1106	Crimson Golem	xxxx	4	5	192	0	1	1	0	0	0	0	0	0	0	0	0	0	1	137	100	419	419	419	0	0	-50	0	5.298	5.763	5.656	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,267	70,30	6238,1669,2335,2826	142,400,1000000,1000000	0	0	0	0	0	10	1	1000	0	0	1	0	94	60000	0	10000	0	2800	2900	20	270	240	150	10	90	40	1000	2000	500	2000	250	0	180	52	52	120	50	45	20	0	0	0	51687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	135948
1107	Icy Soul	xxxx	4	5	860	0	1	1	0	0	0	0	0	0	0	0	0	0	1	422	100	0	0	372	0	0	0	0	5.298	5.763	5.656	0	1,5	2,5	399	0	0	0	0	1	1	0	0	25,81	40,60	4762,6247,2817,2827	142,400,1000000,1000000	0	0	0	0	0	10	1	1000	0	0	1	0	106	39451	0	10000	0	2600	2700	20	180	260	190	10	90	40	1000	2000	500	2000	350	0	150	150	150	100	50	45	20	0	0	0	51946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	62660
1109	Fury Kara	xxxx	4	5	871	0	1	1	1	1	0	0	1	0	0	0	0	0	1	418	100	370	371	372	0	0	0	0	2.996	1.75	3.803	40	1,5	2,5	399	398	0	0	0	1	1	0	0	268,489,277,236,476,479	10,20,20,10,30,10	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	135	8543169	0	10000	0	11	11	55	390	450	180	10	90	1000	1000	2000	700	2000	400	0	50	50	50	50	50	60	20	0	0	0	1687434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	48256
1110	Spirit Killer	xxxx	4	5	862	0	1	1	0	0	0	0	0	0	0	0	0	0	1	416	100	0	0	372	0	0	0	0	2.899	1.351	0.035	40	1,5	2,5	399	0	0	0	0	1	1	0	0	25,234	80,20	6240,4498,2339,2829	142,400,1000000,1000000	0	0	0	0	0	10	1	1000	0	0	1	0	96	38041	0	10000	0	2700	2900	20	190	300	200	10	90	40	1000	1000	500	2000	450	0	110	130	140	180	52	45	20	0	0	0	51687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	66056
1111	Bloodwing Angel	xxxx	4	5	550	0	1	1	1	0	0	0	0	0	0	0	0	0	1	168	100	370	371	372	0	0	0	0	2.996	1.75	3.803	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,151	50,50	4738,2607,2818,67,3143	172,3333,1000000,1000000,1428	0	0	0	0	0	10	1	1000	0	0	1	0	105	35000	0	10000	0	2700	2890	20	390	290	270	10	90	40	1000	1500	300	2000	600	0	57	162	55	57	214.5	45	20	0	0	0	51946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	65500
1112	Sleepless Demon	xxxx	4	5	154	0	1	1	0	0	0	0	0	0	0	0	0	0	1	129	100	350	351	352	0	0	0	0	5.005	2.554	3.767	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,479	70,30	6249,4339,2341,2831	142,400,1000000,1000000	0	0	0	0	0	10	1	1000	0	0	1	0	110	50000	0	10000	0	2400	2600	20	220	265	150	10	90	40	1000	1800	500	2000	250	0	170	60	60	170	60	45	20	0	0	0	52205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	51704
1113	Vicious Relic Protector	xxxx	4	5	878	0	1	1	1	0	0	0	1	0	0	0	0	0	1	424	100	370	371	372	0	0	0	0	2.996	1.75	3.803	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,488,277	40,30,30	1492,1503,6233,6169,6259	147,333,1250,1000000,2000	0	0	0	0	0	10	1	1000	0	0	1	0	130	600000	0	10000	0	3000	3500	35	300	370	190	10	90	600	1000	1500	700	2500	400	0	50	50	50	50	50	50	20	0	0	0	679134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	57872
1114	Evil Icy Dragon	xxxx	4	5	56	0	1	1	0	0	0	0	0	0	0	0	0	0	1	74	100	308	309	310	0	0	0	0	9.077	5.17	7.695	450	1,5	2,5	399	395	0	0	0	1	1	0	0	482,274	70,30	6246,4746,2343,2832	142,400,1000000,1000000	0	0	0	0	0	10	1	1000	0	0	1	0	104	42576	0	10000	0	2200	2340	20	210	220	190	10	90	40	1000	1500	700	2000	250	0	150	150	150	150	150	45	20	0	0	0	51687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	75560
1115	Lifeblood Battle	xxxx	4	5	874	0	1	1	0	0	0	0	0	0	0	0	0	0	1	417	100	0	0	0	0	0	0	0	1.279	2.64	2.444	40	1,5	2,5	399	0	0	0	0	1	1	0	0	25,82,63	50,25,25	6245,4880,2820,2833	142,400,1000000,1000000	0	0	0	0	0	10	1	1000	0	0	1	0	103	46218	0	10000	0	2400	2490	30	270	220	180	10	90	40	1000	1500	500	2000	500	0	160	80	80	160	50	45	20	0	0	0	51946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	64140
1116	Mystic Black Devious Angel	xxxx	4	5	522	0	1	1	1	0	0	0	0	0	0	488	0	0	1	168	100	370	371	372	0	0	0	0	2.996	1.75	3.803	40	1,5	2,5	399	398	0	0	0	1	1	0	0	450	100	4738,2607,2822,2834,3143	172,3333,1000000,1000000,1428	0	0	0	0	0	10	1	1000	0	0	1	0	110	30000	0	10000	0	1300	1600	20	220	210	190	10	90	40	1000	1500	300	2000	250	0	60	170	60	60	225	45	20	0	0	0	52205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	65500
1117	Morpheus Abyss Demon	xxxx	4	5	863	0	1	1	1	0	0	0	0	0	0	21,22	0	0	1	413	100	236	237	238	0	0	0	0	5.907	3.383	0.86	40	1.5	2.5	399	398	0	0	0	1	1	0	0	277,25	50,50	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	135	9458713	0	10000	0	11	11	55	390	450	180	10	90	1000	1000	2000	700	2000	500	0	50	50	50	50	50	60	20	0	0	0	1679348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	19440
1118	Aurora Area Chest	xxxx	4	5	683	0	1	1	0	0	0	0	0	0	0	0	0	0	1	311	100	-1	-1	-1	0	0	0	0	1.201	1.201	1.201	40	1	2,5	399	0	0	0	0	1	0	0	0	0	0	6231,6233	1250,1250	0	0	0	0	0	10	0	1000	0	0	1	0	110	800000	0	1000	0	0	0	60	0	-2	1	10	90	300	1000	2000	0	2000	0	0	0	0	0	0	0	45	20	0	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	15408
1119	Dark Area Chest	xxxx	4	5	683	0	1	1	0	0	0	0	0	0	0	0	0	0	1	311	100	-1	-1	-1	0	0	0	0	1.201	1.201	1.201	40	1	2,5	399	0	0	0	0	1	0	0	0	0	0	6232,6234	1250,1250	0	0	0	0	0	10	0	1000	0	0	1	0	110	800000	0	1000	0	0	0	60	0	-2	1	10	90	300	1000	2000	0	2000	0	0	0	0	0	0	0	45	20	0	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	15408
1120	Deity Totem	xxxx	4	17	875	0	1	1	1	0	0	0	0	0	0	0	0	0	1	191	100	-1	-1	-1	0	0	0	0	2.0	2.0	6.25	25	1	2,5	399	0	0	0	0	1	1	0	0	479	100	0	0	0	0	0	0	0	10	0	1500	0	0	1	0	130	1200000	0	10000	0	0	0	60	0	-2	1	10	90	300	1000	2000	0	2000	0	0	0	0	0	0	0	45	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	9548
1121	Holy Totem	xxxx	4	17	876	0	1	1	1	0	0	0	0	0	0	0	0	0	1	191	100	-1	-1	-1	0	0	0	0	2.0	2.0	6.26	25	1	2,5	399	0	0	0	0	1	1	0	0	480	100	0	0	0	0	0	0	0	10	0	1500	0	0	1	0	130	1200000	0	10000	0	0	0	60	0	-2	1	10	90	300	1000	2000	0	2000	0	0	0	0	0	0	0	45	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	9548
1122	Nature Guardian	xxxx	4	5	115	0	1	1	0	0	0	0	0	0	0	0	0	0	1	132	100	339	340	341	0	0	-50	0	3.751	5.316	6.034	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,460	70,30	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	110	80000	0	10000	0	2400	2600	20	220	265	150	10	90	40	1000	1800	500	2000	250	0	170	60	60	170	60	45	20	0	0	0	52205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	56208
1123	Icy Guardian	xxxx	4	5	536	0	1	1	0	0	0	0	0	0	0	0	0	0	1	50	100	305	306	307	0	0	0	0	2.008	3.188	3.376	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,480	70,30	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	110	80000	0	10000	0	2400	2600	20	220	265	150	10	90	40	1000	1800	500	2000	250	0	170	60	60	170	60	45	20	0	0	0	52205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	69600
1124	Relic Guardian	xxxx	4	5	32	0	1	1	0	0	0	0	0	0	0	0	0	0	1	50	100	305	306	307	0	0	0	0	2.009	3.188	3.376	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,276	70,30	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	110	80000	0	10000	0	2400	2600	20	220	265	150	10	90	40	1000	1800	500	2000	250	0	170	60	60	170	60	45	20	0	0	0	52205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	69600
1125	Chao Guardian	xxxx	4	5	511	0	1	1	0	0	0	0	0	0	0	0	0	0	1	119	100	339	340	341	0	0	-50	0	3.505	5.842	5.482	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,479	70,30	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	110	80000	0	10000	0	2400	2600	20	220	265	150	10	90	40	1000	1800	500	2000	250	0	170	60	60	170	60	45	20	0	0	0	52205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	79328
1126	Ami Bride	xxxx	1	2	3	0	100	2256	0255	5253	5254	5255	0	0	0	0	0	0	1	4	100	182	-1	-1	0	0	0	0	0.797	1.392	1.709	40	1,5	2	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	4	1	1000	0	0	1	0	1	40	0	18	0	4	5	0	3	2	1	1	0	1	1	1442	0	1500	480	0	5	5	5	5	5	5	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	23328
1127	Pretty Rioli	xxxx	1	2	3	0	100	2259	0255	5429	5430	5431	0	0	0	0	0	0	1	4	100	182	-1	-1	0	0	0	0	0.797	1.392	1.709	40	1,5	2	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	4	1	1000	0	0	1	0	1	40	0	18	0	4	5	0	3	2	1	1	0	1	1	1442	0	1500	480	0	5	5	5	5	5	5	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	23328
1128	Kylin Sister	xxxx	1	2	3	0	100	2266	0255	0840	0841	0842	0	0	0	0	0	0	1	4	100	182	-1	-1	0	0	0	0	0.797	1.392	1.709	40	1,5	2	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	4	1	1000	0	0	1	0	1	40	0	18	0	4	5	0	3	2	1	1	0	1	1	1442	0	1500	480	0	5	5	5	5	5	5	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	23328
1129	Queen of the Moon	xxxx	1	2	2	0	100	2131	0255	1956	1963	1970	0	0	0	550	0	0	1	3	100	182	-1	-1	0	0	0	0	0.5	1.423	2.245	40	1,5	2	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	4	1	1000	0	0	1	0	1	40	0	18	0	4	5	0	3	2	1	1	0	1	1	1442	0	1500	480	0	5	5	5	5	5	5	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	11060
1130	Phyllis Bride	xxxx	1	2	2	0	100	2139	0255	5245	5246	5247	0	0	0	0	0	0	1	3	100	182	-1	-1	0	0	0	0	0.5	1.423	2.245	40	1,5	2	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	4	1	1000	0	0	1	0	1	40	0	18	0	4	5	0	3	2	1	1	0	1	1	1442	0	1500	480	0	5	5	5	5	5	5	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	11060
1131	Royal Major	xxxx	1	2	2	0	100	2125	0255	5202	5203	5204	0	0	0	0	0	0	1	3	100	182	-1	-1	0	0	0	0	0.5	1.423	2.245	40	1,5	2	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	4	1	1000	0	0	1	0	1	40	0	18	0	4	5	0	3	2	1	1	0	1	1	1442	0	1500	480	0	5	5	5	5	5	5	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	11060
